,price,year,condition,cylinders,odometer,title_status,transmission,drive,size,lat,long,weather
406,31490,2016,3,8,32279,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
407,6972,2007,3,8,166432,clean,automatic,4wd,full-size,42.036411,-91.56246999999999,47.0
408,6000,2007,2,8,139000,clean,automatic,4wd,full-size,40.8811,-85.5054,48.0
410,1200,1999,1,8,345000,clean,automatic,rwd,full-size,29.1159,-82.2422,65.0
412,10500,2007,3,8,104560,clean,automatic,rwd,mid-size,34.82834,-87.63558,61.0
413,23950,2017,2,8,35115,clean,automatic,rwd,full-size,33.512633,-86.79777,61.0
414,25990,2013,3,8,37419,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
415,4000,2005,2,8,155000,rebuilt,automatic,4wd,mid-size,40.251,-74.7627,52.0
416,5800,2006,2,8,239000,clean,automatic,rwd,full-size,30.354324,-93.23294200000001,67.0
417,9000,2005,3,8,162200,clean,automatic,4wd,full-size,37.83907199999999,-85.94082,50.0
418,6450,2005,3,8,171690,clean,automatic,4wd,mid-size,42.64387,-84.0733,45.0
419,4500,2001,2,8,305500,clean,automatic,4wd,full-size,45.765436,-108.542229,40.0
420,4200,2008,3,8,118000,clean,automatic,rwd,full-size,33.417142,-112.259331,71.0
423,4500,1998,1,8,126700,clean,manual,rwd,full-size,37.099509,-85.316384,50.0
425,16995,2011,3,6,82345,clean,automatic,4wd,full-size,38.159627,-85.69770799999999,50.0
426,14995,2009,3,8,140149,clean,automatic,4wd,full-size,38.159627,-85.69770799999999,50.0
427,18550,2011,3,6,129594,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
430,26500,2014,3,6,43848,clean,automatic,4wd,mid-size,46.59003,-95.57415999999999,43.0
432,18995,2012,3,8,107000,clean,automatic,4wd,full-size,32.25,-110.8869,71.0
433,15995,2010,3,8,90260,clean,automatic,4wd,full-size,43.22355200000001,-77.372473,53.0
434,2700,1999,2,6,114400,clean,automatic,4wd,full-size,42.31100000000001,-71.7958,50.0
436,21995,2011,3,6,108029,clean,automatic,4wd,full-size,41.78172199999999,-72.533825,51.0
437,4450,2004,3,8,152000,clean,automatic,4wd,full-size,42.484503,-92.324974,47.0
438,5000,1979,2,8,142000,clean,automatic,rwd,full-size,40.710157,-86.75239499999999,48.0
439,29780,2015,2,8,76711,clean,automatic,4wd,full-size,39.019586,-94.574291,52.0
440,1500,1992,2,8,156000,clean,manual,4wd,full-size,42.182579,-91.67649399999999,47.0
442,35901,2014,3,8,16416,clean,automatic,4wd,mid-size,44.52039,-88.06645,45.0
443,5999,2007,2,8,228001,clean,automatic,rwd,full-size,36.644835,-93.218011,52.0
444,950,1995,2,6,265000,clean,automatic,4wd,full-size,41.6563,-85.0198,48.0
445,13200,2008,3,8,111102,clean,automatic,rwd,mid-size,34.83092,-87.62284,61.0
446,26995,2015,2,8,53184,clean,automatic,4wd,full-size,42.970214,-90.112347,45.0
447,3000,2002,2,6,106000,clean,automatic,4wd,full-size,45.7862,-87.9047,45.0
451,1500,1988,1,8,51000,clean,manual,rwd,full-size,45.6693,-111.0431,40.0
452,11995,2006,3,8,121978,clean,automatic,rwd,full-size,38.159627,-85.69770799999999,50.0
453,17900,2013,2,6,156657,clean,automatic,4wd,full-size,43.02955900000001,-89.397796,45.0
454,3999,2012,4,6,262000,clean,automatic,4wd,full-size,32.85978,-79.984071,60.0
457,7500,2006,3,8,219918,clean,automatic,4wd,full-size,35.872198,-80.156966,56.0
458,13995,2014,2,6,156082,clean,automatic,4wd,full-size,35.661076,-78.703988,56.0
459,25900,2013,3,8,95208,clean,automatic,4wd,full-size,36.277213,-80.339822,56.0
460,20000,2009,3,8,59000,clean,automatic,4wd,full-size,40.877532,-81.40057900000001,49.0
461,17995,2013,2,8,102893,clean,automatic,rwd,full-size,35.661076,-78.703988,56.0
464,5700,2008,3,6,170000,clean,manual,rwd,full-size,35.7917,-79.7132,56.0
465,19500,2011,3,6,127016,clean,automatic,4wd,full-size,35.887189,-78.265568,56.0
466,29990,2015,2,8,126812,clean,automatic,4wd,full-size,35.707183,-78.660826,56.0
467,34500,2016,3,6,17959,clean,automatic,4wd,mid-size,34.74851,-77.41559000000001,56.0
468,17995,2010,3,8,141190,clean,automatic,4wd,full-size,38.084394,-89.339761,48.0
469,12999,2009,2,8,160000,clean,automatic,4wd,full-size,38.163294,-90.45519200000001,52.0
471,30900,2015,3,6,59487,clean,automatic,4wd,full-size,32.263181,-95.30689,67.0
472,25909,2014,3,6,68599,clean,automatic,4wd,mid-size,44.52039,-88.06645,45.0
476,9750,2006,2,8,175614,clean,automatic,4wd,full-size,30.621073,-87.043047,65.0
477,9500,2007,3,8,197450,clean,automatic,4wd,full-size,37.175882,-94.319524,52.0
478,32995,2016,3,6,22633,clean,automatic,4wd,full-size,38.671618,-94.36650999999999,52.0
480,27997,2015,3,8,48363,clean,automatic,4wd,full-size,41.274901,-95.937123,46.0
481,46925,2016,3,6,58532,clean,automatic,4wd,mid-size,34.74851,-77.41559000000001,56.0
483,2000,1997,1,8,158000,clean,automatic,rwd,full-size,36.9721,-121.9881,59.0
484,11500,2010,3,6,150000,clean,automatic,fwd,full-size,29.695329,-98.118296,67.0
485,45550,2016,3,6,23472,clean,automatic,4wd,mid-size,34.74851,-77.41559000000001,56.0
486,25995,2012,2,8,87069,clean,automatic,4wd,full-size,44.354956,-106.680348,41.0
489,21950,2012,2,6,138409,clean,automatic,4wd,full-size,37.13251500000001,-94.474498,52.0
490,10495,2012,2,8,187132,clean,automatic,4wd,full-size,46.842209,-96.769064,43.0
491,13499,2010,2,8,110495,clean,automatic,4wd,full-size,40.041081,-86.009423,48.0
492,30989,2016,3,8,56220,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
493,28000,2015,3,6,103000,clean,automatic,4wd,full-size,43.826793,-111.817984,47.0
494,9500,2003,3,8,101000,clean,automatic,rwd,full-size,30.3105,-85.9106,65.0
495,20950,2014,2,6,129706,clean,automatic,rwd,full-size,30.649625,-88.127994,61.0
496,3900,2004,2,8,144650,lien,automatic,4wd,full-size,39.671,-95.529549,51.0
498,7900,2005,3,8,123000,clean,automatic,4wd,full-size,42.484503,-92.324974,47.0
499,9250,2011,3,8,173000,clean,automatic,4wd,full-size,43.3047,-96.4363,47.0
501,8650,2007,3,8,174000,lien,automatic,4wd,full-size,40.373856,-111.91515,50.0
502,16997,2009,3,8,110516,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
504,1500,1993,1,8,93000,clean,automatic,4wd,full-size,40.0766,-76.3107,53.0
507,16900,2014,2,8,161236,clean,automatic,4wd,full-size,36.644835,-93.218011,52.0
508,13000,2008,2,8,95000,rebuilt,automatic,4wd,full-size,61.5923,-149.3959,29.0
509,5000,2001,3,8,116000,rebuilt,automatic,4wd,full-size,37.575,-87.2773,50.0
510,8550,2005,3,8,164628,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
511,15880,2010,3,8,127094,clean,automatic,4wd,mid-size,44.54929,-88.04897,45.0
512,12900,2009,2,8,98307,clean,automatic,rwd,full-size,35.325853,-82.465413,56.0
513,27000,2014,3,6,43848,clean,automatic,4wd,mid-size,46.59003,-95.57415999999999,43.0
514,1000,2006,3,8,97000,clean,automatic,4wd,full-size,40.6568,-111.8904,50.0
515,6000,2005,2,8,85000,clean,automatic,rwd,full-size,41.183802,-82.038777,49.0
517,24483,2014,3,8,97215,clean,automatic,4wd,full-size,45.04393,-93.540273,43.0
518,1,2013,3,8,67808,clean,automatic,4wd,full-size,28.466088,-81.396429,65.0
519,16999,2009,2,8,119789,clean,automatic,4wd,full-size,37.677679,-97.060261,51.0
520,7200,2003,3,8,175700,clean,automatic,4wd,full-size,38.3328,-88.5833,48.0
521,21495,2013,3,8,64412,rebuilt,automatic,4wd,full-size,44.410131,-89.881957,45.0
523,4350,2001,2,8,236581,rebuilt,automatic,4wd,full-size,38.479493,-90.741664,52.0
525,23900,2013,3,8,56000,clean,automatic,4wd,full-size,35.590431,-77.014881,56.0
526,34430,2017,4,8,4350,clean,automatic,4wd,full-size,46.9209,-96.8318,38.0
527,3000,2006,2,8,200000,clean,automatic,rwd,full-size,26.131033,-97.96810699999999,67.0
529,13990,2007,3,8,157804,clean,automatic,4wd,mid-size,36.47793,-79.7389,56.0
532,33796,2015,2,8,46711,clean,automatic,4wd,full-size,40.335245,-76.488033,53.0
534,16995,2002,2,8,65336,clean,automatic,rwd,full-size,33.711509,-78.909582,60.0
535,2500,1996,2,6,193862,clean,manual,rwd,full-size,37.537,-89.9272,52.0
536,4995,2002,2,8,17000,clean,automatic,rwd,full-size,27.138289,-82.46566,65.0
537,15995,2010,3,8,90260,clean,automatic,4wd,full-size,43.22355200000001,-77.372473,53.0
538,6990,1995,2,8,115705,clean,automatic,4wd,full-size,40.468826,-74.281734,52.0
539,27325,2014,3,8,26887,clean,automatic,4wd,mid-size,42.18631,-71.83726,50.0
540,10998,2008,3,8,132614,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
544,19995,2013,2,6,145956,clean,automatic,4wd,full-size,38.717906,-108.054869,45.0
545,2900,2002,2,8,217800,rebuilt,automatic,rwd,full-size,32.933381,-111.204511,71.0
546,5995,2001,3,8,195000,clean,automatic,4wd,full-size,48.79036,-122.521616,50.0
547,14500,2013,3,8,211000,clean,automatic,4wd,full-size,46.236996,-119.207017,50.0
548,8999,2002,3,8,116800,clean,automatic,rwd,full-size,37.504659,-97.504327,51.0
550,42499,2014,3,8,25658,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
551,5000,1991,2,8,99800,clean,manual,4wd,full-size,39.135741,-84.233637,49.0
552,18994,2013,3,6,75295,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
553,8950,2008,2,8,141713,clean,automatic,4wd,full-size,45.792754,-108.48371,40.0
556,39697,2015,3,6,29531,clean,automatic,4wd,mid-size,44.52039,-88.06645,45.0
557,26799,2013,3,6,61637,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
559,21682,2011,3,6,89127,clean,automatic,4wd,mid-size,44.52039,-88.06645,45.0
561,65000,2017,4,6,11369,clean,automatic,4wd,full-size,33.47269,-117.106018,59.0
562,9550,2006,3,8,168942,clean,automatic,4wd,mid-size,44.87313,-87.89568,45.0
563,24995,2013,2,6,76852,clean,automatic,4wd,full-size,34.586557,-83.76124300000001,59.0
568,7395,2004,3,8,113784,clean,automatic,4wd,full-size,27.875196,-82.786723,65.0
569,9900,2006,2,6,166721,clean,automatic,4wd,full-size,43.02955900000001,-89.397796,45.0
571,19977,2013,3,8,46185,clean,automatic,rwd,full-size,27.848654,-82.69031600000001,65.0
572,6000,2006,1,8,235000,clean,automatic,4wd,full-size,37.111433,-80.4249,55.0
575,1995,2001,3,8,219607,clean,automatic,4wd,full-size,39.333126,-76.44374,56.0
576,3841,2006,3,8,154070,clean,automatic,rwd,mid-size,28.03978,-81.94071,65.0
577,4900,2000,3,8,98000,clean,automatic,rwd,full-size,38.548837,-75.946598,56.0
579,27995,2015,3,6,106262,clean,automatic,4wd,full-size,38.671618,-94.36650999999999,52.0
581,5200,2002,3,8,180000,clean,automatic,4wd,full-size,43.121034,-87.94452700000001,45.0
582,15950,2014,2,8,122545,clean,automatic,4wd,full-size,38.692648,-82.857744,49.0
583,16788,2014,2,6,127865,clean,automatic,4wd,full-size,42.892121,-85.665539,45.0
584,3700,1995,3,8,173,clean,automatic,rwd,compact,31.5789,-84.2118,59.0
585,36000,2016,3,6,16464,clean,automatic,4wd,mid-size,34.74851,-77.41559000000001,56.0
586,20880,2015,3,8,124371,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
588,4500,2005,2,8,250200,clean,automatic,fwd,full-size,29.949423,-90.0812,67.0
589,14000,2014,2,8,113000,clean,automatic,rwd,full-size,27.693157,-97.403305,67.0
590,23800,2014,3,8,93580,clean,automatic,4wd,full-size,33.066044,-89.593906,61.0
591,6999,2005,2,8,165300,clean,automatic,4wd,full-size,41.472457,-90.650722,47.0
592,10990,2003,2,8,115260,clean,automatic,4wd,full-size,41.111779,-83.203835,49.0
594,27300,2011,3,8,119691,clean,automatic,4wd,mid-size,41.96378,-83.67195,45.0
595,11695,2010,3,8,151324,clean,automatic,4wd,full-size,42.826342,-85.662761,45.0
597,17995,2014,2,6,108026,clean,automatic,4wd,full-size,41.686718,-86.012028,48.0
598,6450,2004,2,8,168553,clean,automatic,rwd,full-size,34.901044,-82.339321,60.0
599,32995,2016,3,6,31536,clean,automatic,4wd,full-size,38.671618,-94.36650999999999,52.0
601,800,1994,2,8,0,clean,automatic,rwd,full-size,41.680321,-86.16030699999999,48.0
602,6900,2006,3,8,170000,clean,automatic,4wd,full-size,41.6835,-86.1682,48.0
604,7100,2007,3,6,59000,clean,manual,rwd,full-size,42.783043,-86.057625,45.0
605,17995,2010,2,8,75063,clean,automatic,4wd,full-size,42.477134,-82.949564,45.0
606,19770,2014,3,6,137774,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
607,11995,2008,3,8,148484,clean,automatic,4wd,full-size,45.518031,-122.578752,50.0
608,30961,2015,3,6,83987,clean,automatic,4wd,full-size,38.671618,-94.36650999999999,52.0
610,7950,2005,2,8,159302,clean,automatic,rwd,full-size,34.614367,-97.967015,57.0
611,22897,2010,2,8,46722,clean,automatic,4wd,full-size,40.335245,-76.488033,53.0
612,14000,2010,2,8,174470,clean,automatic,4wd,full-size,46.681,-92.2226,43.0
614,18000,2011,3,6,128000,clean,automatic,4wd,full-size,43.2193,-75.4498,53.0
615,26990,2013,2,8,102848,clean,automatic,4wd,full-size,27.631375,-80.356205,65.0
616,19975,2014,3,8,95101,clean,automatic,4wd,full-size,43.204762,-75.440834,53.0
617,36900,2014,2,8,99110,clean,automatic,4wd,full-size,31.316064,-89.43711400000001,61.0
620,19000,2010,3,8,88000,clean,automatic,4wd,full-size,32.7093,-114.4905,71.0
622,10888,2010,2,8,190000,clean,automatic,4wd,full-size,30.520244,-89.647288,61.0
623,30995,2016,3,8,41503,clean,automatic,4wd,full-size,38.671618,-94.36650999999999,52.0
624,26995,2015,2,8,53184,clean,automatic,4wd,full-size,42.970214,-90.112347,45.0
627,26900,2015,3,6,94380,clean,automatic,4wd,full-size,33.066044,-89.593906,61.0
629,8500,2004,1,8,119818,clean,automatic,4wd,full-size,43.521863,-88.220749,45.0
630,3399,1998,3,8,198000,clean,automatic,4wd,full-size,46.0153,-95.6951,43.0
631,37500,2015,3,6,67102,clean,automatic,4wd,mid-size,34.74851,-77.41559000000001,56.0
633,2500,2000,1,8,94000,clean,automatic,4wd,full-size,38.9941,-84.64200000000001,50.0
634,39900,2016,2,8,29363,clean,automatic,rwd,full-size,31.316064,-89.43711400000001,61.0
635,12950,2004,3,8,152350,clean,automatic,4wd,full-size,28.0094,-82.1138,65.0
637,9850,2005,3,8,213195,clean,automatic,4wd,full-size,36.030812,-80.166818,56.0
639,18995,2010,3,8,86428,clean,automatic,4wd,full-size,43.044479,-89.474393,45.0
640,5000,2006,2,8,197000,clean,automatic,4wd,full-size,45.630401,-109.253197,40.0
641,46925,2016,3,6,58532,clean,automatic,4wd,mid-size,34.74851,-77.41559000000001,56.0
642,9950,2001,2,8,106000,clean,automatic,rwd,full-size,39.2059,-84.9616,48.0
645,17450,2014,3,8,111612,clean,automatic,4wd,full-size,42.944251,-83.730441,45.0
647,7395,2004,3,8,113784,clean,automatic,4wd,full-size,27.875196,-82.786723,65.0
650,8900,2005,2,8,92000,clean,automatic,4wd,full-size,40.914392,-96.331806,46.0
652,2750,1999,2,8,222000,clean,automatic,4wd,full-size,39.889225,-76.637623,53.0
653,3400,1999,1,8,224000,clean,automatic,4wd,full-size,35.0603,-88.4405,59.0
654,6450,2005,3,8,171690,clean,automatic,4wd,mid-size,42.64387,-84.0733,45.0
655,10500,2007,3,8,104560,clean,automatic,rwd,mid-size,34.82834,-87.63558,61.0
656,15200,2012,3,6,175000,clean,automatic,4wd,full-size,36.1341,-96.1426,57.0
657,21995,2013,2,6,107739,clean,automatic,fwd,full-size,41.686718,-86.012028,48.0
658,2700,1997,2,8,175000,clean,automatic,fwd,full-size,34.279637,-81.608575,60.0
661,8250,2009,2,8,168700,clean,automatic,4wd,full-size,43.5667,-91.913,43.0
663,33995,2015,3,6,76195,clean,automatic,4wd,full-size,38.671776,-94.367098,52.0
665,3800,2003,2,8,205000,rebuilt,automatic,4wd,full-size,39.892903,-75.91999100000001,53.0
667,27480,2014,3,6,47301,clean,automatic,4wd,mid-size,32.965063,-96.91330400000001,67.0
668,5500,2005,4,8,133220,clean,automatic,4wd,mid-size,35.55081,-77.409512,56.0
669,7999,2005,3,8,116116,clean,automatic,rwd,full-size,27.875196,-82.786723,65.0
670,17995,2007,3,8,154569,clean,automatic,4wd,full-size,36.694016,-79.89585,55.0
671,4650,1997,1,8,160100,clean,automatic,4wd,full-size,39.188579,-95.561918,51.0
672,19595,2014,3,6,114100,clean,automatic,4wd,full-size,38.159627,-85.69770799999999,50.0
673,32995,2012,2,8,102873,clean,automatic,4wd,full-size,35.08651500000001,-106.563609,45.0
674,2595,2002,3,6,202808,clean,automatic,4wd,full-size,42.984722,-85.65756400000001,45.0
676,10999,2006,3,8,106000,clean,automatic,rwd,full-size,37.504659,-97.504327,51.0
677,20995,2010,3,8,128836,clean,automatic,4wd,full-size,38.588302,-89.923783,48.0
679,21995,2013,2,8,131535,clean,automatic,4wd,full-size,37.837488,-84.852078,50.0
681,29995,2014,2,6,66435,clean,automatic,4wd,full-size,41.680677,-86.126046,48.0
682,4995,2010,2,8,165771,clean,automatic,rwd,full-size,42.0973,-79.3291,53.0
683,2000,1989,2,6,160000,clean,manual,4wd,full-size,43.5239,-114.3064,47.0
685,16995,2013,3,6,75000,clean,automatic,rwd,full-size,32.25,-110.8869,71.0
686,5800,2010,2,8,190000,clean,automatic,rwd,full-size,37.1136,-93.2896,52.0
688,27997,2015,3,8,48363,clean,automatic,4wd,full-size,41.27491699999999,-95.937145,46.0
689,18900,2013,3,8,104500,clean,automatic,4wd,full-size,42.883869,-73.868936,53.0
691,950,2001,1,8,260000,clean,automatic,4wd,full-size,41.2068,-95.9559,46.0
692,7600,2007,3,6,105000,clean,automatic,rwd,full-size,34.934943,-81.97120799999999,60.0
696,26995,2013,3,8,58113,clean,automatic,4wd,full-size,43.619439,-116.334449,47.0
697,34900,2016,4,6,58900,lien,automatic,4wd,full-size,42.6159,-83.9248,45.0
699,13790,2014,2,6,90103,clean,automatic,rwd,full-size,37.1249,-93.46381600000001,52.0
700,13450,2013,2,8,194866,clean,automatic,4wd,full-size,43.156576,-83.700959,45.0
701,16995,2010,3,8,88402,rebuilt,automatic,4wd,full-size,44.409554,-89.88115,45.0
702,7900,2005,3,8,123000,clean,automatic,4wd,full-size,42.484503,-92.324974,47.0
703,7400,2008,2,8,171535,clean,automatic,rwd,full-size,35.3935,-119.1205,59.0
704,2500,2011,4,6,101236,clean,automatic,rwd,full-size,25.849858,-80.31694300000001,65.0
706,7995,2005,3,8,110112,clean,automatic,4wd,full-size,27.875196,-82.786723,65.0
707,3500,2001,3,8,197810,clean,automatic,rwd,full-size,39.552269,-86.161265,48.0
708,3300,1997,1,8,175000,clean,automatic,4wd,mid-size,36.9891,-79.884,55.0
710,15995,2010,3,8,90260,clean,automatic,4wd,full-size,43.22355200000001,-77.372473,53.0
711,5000,1989,2,8,57000,clean,automatic,rwd,full-size,34.488992,-77.477304,56.0
712,1700,2000,1,8,170255,rebuilt,automatic,4wd,full-size,40.764373,-82.349503,49.0
713,18750,2014,3,8,99021,clean,automatic,rwd,full-size,36.068923,-95.797855,57.0
714,29249,2013,3,8,65523,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
715,27900,2016,2,6,36099,clean,automatic,4wd,full-size,31.316064,-89.43711400000001,61.0
716,22900,2013,3,8,54728,clean,automatic,4wd,full-size,42.394026,-85.430031,45.0
718,20994,2011,3,6,89127,clean,automatic,4wd,mid-size,44.52039,-88.06645,45.0
719,12950,2011,2,6,147164,clean,automatic,rwd,full-size,33.512633,-86.79777,61.0
720,7995,2000,3,8,183000,clean,automatic,rwd,full-size,39.363221,-121.686417,59.0
721,16995,2002,2,8,65336,clean,automatic,rwd,full-size,33.711509,-78.909582,60.0
722,23800,2014,3,8,93580,clean,automatic,4wd,full-size,33.066044,-89.593906,61.0
723,19900,2016,2,6,99811,clean,automatic,rwd,full-size,31.316064,-89.43711400000001,61.0
725,29494,2013,3,6,88363,clean,automatic,4wd,full-size,44.07150900000001,-123.146439,50.0
726,10888,2010,2,8,190000,clean,automatic,4wd,full-size,30.520244,-89.647288,61.0
727,2400,2000,2,8,294000,clean,automatic,4wd,full-size,35.913024,-95.885722,57.0
729,6800,2004,2,8,194424,clean,automatic,4wd,full-size,38.1381,-85.6953,50.0
732,29500,2015,3,6,45441,clean,automatic,4wd,mid-size,34.74851,-77.41559000000001,56.0
733,3800,2002,3,8,160000,clean,automatic,4wd,full-size,39.3009,-76.5799,56.0
734,7500,2005,2,8,130000,clean,automatic,4wd,full-size,41.4351,-90.4652,48.0
735,19990,2011,3,8,106777,clean,automatic,4wd,full-size,46.843229,-114.039568,40.0
738,11500,2009,2,8,180000,clean,automatic,4wd,full-size,36.7863,-119.8286,59.0
739,5000,2006,2,8,233000,clean,automatic,rwd,full-size,36.064693,-119.020034,59.0
741,700,1996,2,8,92000,clean,automatic,rwd,full-size,25.7392,-80.3103,65.0
743,19900,2010,3,8,150114,clean,automatic,4wd,mid-size,38.88358,-94.79383,51.0
744,3500,2001,2,8,280000,clean,automatic,4wd,full-size,35.108,-82.1403,60.0
747,28265,2014,4,6,62533,clean,automatic,4wd,full-size,42.235513,-85.79445600000001,45.0
749,8900,2007,2,8,194000,clean,automatic,rwd,full-size,34.93491,-86.57191999999999,61.0
750,32000,2015,3,6,31052,clean,automatic,4wd,mid-size,46.59003,-95.57415999999999,43.0
751,27900,2016,2,6,36099,clean,automatic,4wd,full-size,31.316064,-89.43711400000001,61.0
